	Language	Subdomain	Word	Source	Concept	Abreviation	Representation	Complete_representation	Complexity_score
150	Kannada	cousins	ನಾದಿನಿ	Native speaker	younger, daughter of mother's brother	"Yn;Mo;Br;Da"	"Yn;Mo;Br;Da"	"Yn;Mo;Br;Da"	-
151	Kannada	cousins	ಅಣ್ಣ	Native speaker	elder, son of mother's sister	"El;Mo;Ss;So"	"El;Mo;Ss;So"	"El;Mo;Ss;So"	-
152	Kannada	cousins	ತಮ್ಮ	Native speaker	younger, son of mother's sister	"Yn;Mo;Ss;So"	"Yn;Mo;Ss;So"	"Yn;Mo;Ss;So"	-
153	Kannada	cousins	ಅಕ್ಕ	Native speaker	elder, daughter of mother's sister	"El;Mo;Ss;Da"	"El;Mo;Ss;Da"	"El;Mo;Ss;Da"	-
154	Kannada	cousins	ತಂಗಿ	Native speaker	younger, daughter of mother's sister	"Yn;Mo;Ss;Da"	"Yn;Mo;Ss;Da"	"Yn;Mo;Ss;Da"	-
389	Kannada	grandchildren	ಮೊಮ್ಮಗು	Native speaker	grandchild	"Gr;Ch"	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	1
390	Kannada	grandchildren	ಮೊಮ್ಮಗ	Native speaker	grandson	"Gr;So"	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y)	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
391	Kannada	grandchildren	ಮೊಮ್ಮಗಳು	Native speaker	granddaughter	"Gr;Da"	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y)	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
681	Kannada	grandparents	ಅಜ್ಜ	Native speaker	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
682	Kannada	grandparents	ತಾತ	Native speaker	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
683	Kannada	grandparents	ಅಜ್ಜಿ	Native speaker	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
684	Kannada	grandparents	ಅಮ್ಮಮ್ಮ	Native speaker	maternal grandmother	"Mo;Mo"	maternalgrandmother(x, y) ↔ ∃z mother(x, z) ∧ mother(z, y)	maternalgrandmother(x, y) ↔ ∃z mother(x, z) ∧ mother(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)} {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	3
989	Kannada	nephews and nieces	ಸೋದರಳಿಯ	Native speaker	nephew	"Sb;So"	nephew(x, y) ↔ ∃z son(x, z) ∧ sibling(z, y)	nephew(x, y) ↔ ∃z son(x, z) ∧ sibling(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	3
990	Kannada	nephews and nieces	ಸೊಸೆ	Native speaker	niece	"Sb;Da"	niece(x, y) ↔ ∃z daughter(x, z) ∧ sibling(z, y)	niece(x, y) ↔ ∃z daughter(x, z) ∧ sibling(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	3
991	Kannada	nephews and nieces	ಸೋದರಳಿಯ	Native speaker	brother's son	"Br;So"	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y)	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
992	Kannada	nephews and nieces	ಸೋದರಸೊಸೆ	Native speaker	brother's daughter	"Br;Da"	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y)	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
993	Kannada	nephews and nieces	ಸೋದರಳಿಯ	Native speaker	sister's son	"Ss;So"	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y)	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
994	Kannada	nephews and nieces	ಸೋದರಸೊಸೆ	Native speaker	sister's daughter	"Ss;Da"	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y)	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
995	Kannada	nephews and nieces	ಸೋದರ ಅಳಿಯ	Native speaker	brother's son (female speaking)	"o;Br;So"	"o;Br;So"	"o;Br;So"	-
996	Kannada	nephews and nieces	ಸೋದರ ಅಳಿಯ	Native speaker	sister's son (male speaking)	"x;Ss;So"	"x;Ss;So"	"x;Ss;So"	-
997	Kannada	nephews and nieces	ಸೋದರಳಿಯ	Native speaker	elder brother's son	"El;Br;So"	"El;Br;So"	"El;Br;So"	-
998	Kannada	nephews and nieces	ಸೋದರಸೊಸೆ	Native speaker	elder brother's daughter	"El;Br;Da"	"El;Br;Da"	"El;Br;Da"	-
999	Kannada	nephews and nieces	ಸೋದರಳಿಯ	Native speaker	younger brother's son	"Yn;Br;So"	"Yn;Br;So"	"Yn;Br;So"	-
1000	Kannada	nephews and nieces	ಸೋದರಸೊಸೆ	Native speaker	younger brother's daughter	"Yn;Br;Da"	"Yn;Br;Da"	"Yn;Br;Da"	-
1001	Kannada	nephews and nieces	ಅಳಿಯ	Native speaker	elder sister's son	"El;Ss;So"	"El;Ss;So"	"El;Ss;So"	-
1002	Kannada	nephews and nieces	ಸೋದರಸೊಸೆ	Native speaker	elder sister's daughter	"El;Ss;Da"	"El;Ss;Da"	"El;Ss;Da"	-
1003	Kannada	nephews and nieces	ಅಳಿಯ	Native speaker	younger sister's son	"Yn;Ss;So"	"Yn;Ss;So"	"Yn;Ss;So"	-
1004	Kannada	nephews and nieces	ಸೋದರಸೊಸೆ	Native speaker	younger sister's daughter	"Yn;Ss;Da"	"Yn;Ss;Da"	"Yn;Ss;Da"	-
1233	Kannada	uncles and aunts	ಸೋದರಮಾವ	Native speaker	maternal uncle	"Mo;Br"	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y)	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)} {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	3
1234	Kannada	uncles and aunts	ಸೋದರತ್ತೆ	Native speaker	paternal aunt	"Fa;Ss"	paternalaunt(x, y) ↔ ∃z sister(x, z) ∧ father(z, y)	paternalaunt(x, y) ↔ ∃z sister(x, z) ∧ father(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)} {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	3
1235	Kannada	uncles and aunts	ಮಾವ	Native speaker	maternal uncle	"Mo;Br"	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y)	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)} {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	3
1236	Kannada	uncles and aunts	ಅತ್ತೆ	Native speaker	paternal aunt	"Fa;Ss"	paternalaunt(x, y) ↔ ∃z sister(x, z) ∧ father(z, y)	paternalaunt(x, y) ↔ ∃z sister(x, z) ∧ father(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)} {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	3
1237	Kannada	uncles and aunts	ದೊಡ್ಡಪ್ಪ	Native speaker	father's elder brother	"Fa;El;Br"	"Fa;El;Br"	"Fa;El;Br"	-
1238	Kannada	uncles and aunts	ಚಿಕ್ಕಪ್ಪ	Native speaker	father's younger brother	"Fa;Yn;Br"	"Fa;Yn;Br"	"Fa;Yn;Br"	-
1239	Kannada	uncles and aunts	ಕಾಕ	Native speaker	father's younger brother	"Fa;Yn;Br"	"Fa;Yn;Br"	"Fa;Yn;Br"	-
1240	Kannada	uncles and aunts	ದೊಡ್ಡಮ್ಮ	Native speaker	mother's elder sister	"Mo;El;Ss"	"Mo;El;Ss"	"Mo;El;Ss"	-
1241	Kannada	uncles and aunts	ಚಿಕ್ಕಮ್ಮ	Native speaker	mother's younger sister	"Mo;Yn;Ss"	"Mo;Yn;Ss"	"Mo;Yn;Ss"	-
1623	Kannada	siblings	ಒಡಹುಟ್ಟಿದವರು	Native speaker	sibling	Sb	sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)	sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)	1
1624	Kannada	siblings	ಸಹೋದರ	Native speaker	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1625	Kannada	siblings	ಸಹೋದರಿ	Native speaker	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1626	Kannada	siblings	ಅಣ್ಣ	Native speaker	elder brother	"El;Br"	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y)	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1627	Kannada	siblings	ಅಕ್ಕ	Native speaker	elder sister	"El;Ss"	eldersister(x, y) ↔ sister(x, y) ∧ OLDER(x, y)	eldersister(x, y) ↔ sister(x, y) ∧ OLDER(x, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1628	Kannada	siblings	ತಮ್ಮ	Native speaker	younger brother	"Yn;Br"	youngerbrother(x, y) ↔ brother(x, y) ∧ YOUNGER(x, y)	youngerbrother(x, y) ↔ brother(x, y) ∧ YOUNGER(x, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1629	Kannada	siblings	ತಂಗಿ	Native speaker	younger sister	"Yn;Ss"	youngersister(x, y) ↔ sister(x, y) ∧ YOUNGER(x, y)	youngersister(x, y) ↔ sister(x, y) ∧ YOUNGER(x, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1242	Kapampangan	uncles and aunts	bapa	Wiktionary	uncle	"Pa;Br"	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y)	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1243	Kapampangan	uncles and aunts	dara	Wiktionary	aunt	"Pa;Ss"	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y)	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1630	Karelian	siblings	velli	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1631	Karelian	siblings	sizär	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1632	Karelian	siblings	čikko	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1633	Kashubian	siblings	brat	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1634	Kashubian	siblings	sostra	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
685	Kazakh	grandparents	ата	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
686	Kazakh	grandparents	баба	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
687	Kazakh	grandparents	әже	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1635	Kazakh	siblings	аға	Wiktionary	elder brother	"El;Br"	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y)	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1636	Kazakh	siblings	іні	Wiktionary	younger brother	"Yn;Br"	youngerbrother(x, y) ↔ brother(x, y) ∧ YOUNGER(x, y)	youngerbrother(x, y) ↔ brother(x, y) ∧ YOUNGER(x, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1637	Kazakh	siblings	әпеке	Wiktionary	elder sister	"El;Ss"	eldersister(x, y) ↔ sister(x, y) ∧ OLDER(x, y)	eldersister(x, y) ↔ sister(x, y) ∧ OLDER(x, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1638	Kazakh	siblings	апа	Wiktionary	younger sister	"Yn;Ss"	youngersister(x, y) ↔ sister(x, y) ∧ YOUNGER(x, y)	youngersister(x, y) ↔ sister(x, y) ∧ YOUNGER(x, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1639	Kazakh	siblings	әпке	Wiktionary	elder sister	"El;Ss"	eldersister(x, y) ↔ sister(x, y) ∧ OLDER(x, y)	eldersister(x, y) ↔ sister(x, y) ∧ OLDER(x, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
688	Khmer	grandparents	តា	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
689	Khmer	grandparents	អយ្យកោ	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
690	Khmer	grandparents	យាយ	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
691	Khmer	grandparents	អយ្យកា	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1640	Khmer	siblings	បងប្រុស	Wiktionary	elder brother	"El;Br"	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y)	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1641	Khmer	siblings	អគ្គជៈ	Wiktionary	elder brother	"El;Br"	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y)	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1642	Khmer	siblings	ប្អូនប្រុស	Wiktionary	younger brother	"Yn;Br"	youngerbrother(x, y) ↔ brother(x, y) ∧ YOUNGER(x, y)	youngerbrother(x, y) ↔ brother(x, y) ∧ YOUNGER(x, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1643	Khmer	siblings	បងស្រី	Wiktionary	elder sister	"El;Ss"	eldersister(x, y) ↔ sister(x, y) ∧ OLDER(x, y)	eldersister(x, y) ↔ sister(x, y) ∧ OLDER(x, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1644	Khmer	siblings	ប្អូនស្រី	Wiktionary	younger sister	"Yn;Ss"	youngersister(x, y) ↔ sister(x, y) ∧ YOUNGER(x, y)	youngersister(x, y) ↔ sister(x, y) ∧ YOUNGER(x, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
392	Korean	grandchildren	손자	Wiktionary	son's son	"So;So"	son'sson(x, y) ↔ ∃z son(x, z) ∧ son(z, y)	son'sson(x, y) ↔ ∃z son(x, z) ∧ son(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	3
393	Korean	grandchildren	외손자	Wiktionary	daughter's son	"Da;So"	daughter'sson(x, y) ↔ ∃z son(x, z) ∧ daughter(z, y)	daughter'sson(x, y) ↔ ∃z son(x, z) ∧ daughter(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	3
394	Korean	grandchildren	손녀	Wiktionary	granddaughter	"Gr;Da"	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y)	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
395	Korean	grandchildren	외손녀	Wiktionary	daughter's daughter	"Da;Da"	daughter'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ daughter(z, y)	daughter'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ daughter(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	3
692	Korean	grandparents	할아버지	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
693	Korean	grandparents	할아버님	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
694	Korean	grandparents	할머니	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
695	Korean	grandparents	할머님	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1244	Korean	uncles and aunts	아저씨	Wiktionary	uncle	"Pa;Br"	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y)	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1245	Korean	uncles and aunts	삼촌	Wiktionary	uncle	"Pa;Br"	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y)	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1246	Korean	uncles and aunts	고모	Wiktionary	paternal aunt	"Fa;Ss"	paternalaunt(x, y) ↔ ∃z sister(x, z) ∧ father(z, y)	paternalaunt(x, y) ↔ ∃z sister(x, z) ∧ father(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)} {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	3
1247	Korean	uncles and aunts	이모	Wiktionary	maternal aunt	"Mo;Ss"	maternalaunt(x, y) ↔ ∃z sister(x, z) ∧ mother(z, y)	maternalaunt(x, y) ↔ ∃z sister(x, z) ∧ mother(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)} {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	3
1645	Korean	siblings	형	Wiktionary	elder brother (male speaking)	"x;El;Br"	"x;El;Br"	"x;El;Br"	-
1646	Korean	siblings	형님	Wiktionary	elder brother (male speaking)	"x;El;Br"	"x;El;Br"	"x;El;Br"	-
1647	Korean	siblings	오빠	Wiktionary	elder brother (female speaking)	"o;El;Br"	"o;El;Br"	"o;El;Br"	-
1648	Korean	siblings	오라버님	Wiktionary	elder brother (female speaking)	"o;El;Br"	"o;El;Br"	"o;El;Br"	-
1649	Korean	siblings	동생	Wiktionary	younger sibling	"Yn;Sb"	youngersibling(x, y) ↔ sibling(x, y) ∧ YOUNGER(x, y)	youngersibling(x, y) ↔ sibling(x, y) ∧ YOUNGER(x, y) {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	2
1650	Korean	siblings	남동생	Wiktionary	younger brother	"Yn;Br"	youngerbrother(x, y) ↔ brother(x, y) ∧ YOUNGER(x, y)	youngerbrother(x, y) ↔ brother(x, y) ∧ YOUNGER(x, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1651	Korean	siblings	여동생	Wiktionary	younger sister	"Yn;Ss"	youngersister(x, y) ↔ sister(x, y) ∧ YOUNGER(x, y)	youngersister(x, y) ↔ sister(x, y) ∧ YOUNGER(x, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1652	Korean	siblings	누나	Wiktionary	elder sister (male speaking)	"x;El;Ss"	"x;El;Ss"	"x;El;Ss"	-
1653	Korean	siblings	언니	Wiktionary	elder sister (female speaking)	"o;El;Ss"	"o;El;Ss"	"o;El;Ss"	-
1248	Krisa	uncles and aunts	tani baʼ	Wiktionary	father's elder brother	"Fa;El;Br"	"Fa;El;Br"	"Fa;El;Br"	-
1249	Krisa	uncles and aunts	tani pung	Wiktionary	father's younger brother	"Fa;Yn;Br"	"Fa;Yn;Br"	"Fa;Yn;Br"	-
1250	Krisa	uncles and aunts	wini	Wiktionary	maternal uncle	"Mo;Br"	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y)	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)} {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	3
1251	Krisa	uncles and aunts	wini	Wiktionary	paternal aunt	"Fa;Ss"	paternalaunt(x, y) ↔ ∃z sister(x, z) ∧ father(z, y)	paternalaunt(x, y) ↔ ∃z sister(x, z) ∧ father(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)} {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	3
1252	Krisa	uncles and aunts	moni baʼ	Wiktionary	mother's elder sister	"Mo;El;Ss"	"Mo;El;Ss"	"Mo;El;Ss"	-
1253	Krisa	uncles and aunts	moni pung	Wiktionary	mother's younger sister	"Mo;Yn;Ss"	"Mo;Yn;Ss"	"Mo;Yn;Ss"	-
1654	Kumyk	siblings	иза	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1655	Kumyk	siblings	агъа	Wiktionary	elder brother	"El;Br"	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y)	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1656	Kumyk	siblings	ини	Wiktionary	younger brother	"Yn;Br"	youngerbrother(x, y) ↔ brother(x, y) ∧ YOUNGER(x, y)	youngerbrother(x, y) ↔ brother(x, y) ∧ YOUNGER(x, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1657	Kurdish	siblings	بِرا	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1658	Kurdish	siblings	خوشک	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1659	Laboya	siblings	ali	Wiktionary	younger sibling	"Yn;Sb"	youngersibling(x, y) ↔ sibling(x, y) ∧ YOUNGER(x, y)	youngersibling(x, y) ↔ sibling(x, y) ∧ YOUNGER(x, y) {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	2
1660	Laboya	siblings	kaiya	Wiktionary	elder sibling	"El;Sb"	eldersibling(x, y) ↔ sibling(x, y) ∧ OLDER(x, y)	eldersibling(x, y) ↔ sibling(x, y) ∧ OLDER(x, y) {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	2
396	Lao	grandchildren	ຫຼານ	Wiktionary	grandchild	"Gr;Ch"	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	1
